distance_km,traffic_level,weather,peak_hour,special_event,passenger_density,historical_delay,avg_speed,predicted_eta
15.42,10,Clear,1,1,34,15,57,93.77
30.56,7,Fog,1,0,46,2,53,92.23
13.96,4,Fog,1,0,50,1,42,53.83
21.65,6,Rain,1,0,54,0,30,76.72
7.3,1,Fog,0,0,32,14,53,35.39
28.79,3,Clear,1,1,65,12,55,98.58
32.59,4,Fog,0,0,85,1,21,80.68
32.93,4,Rain,0,0,96,14,37,97.1
16.71,2,Fog,1,1,77,11,25,79.24
3.49,1,Clear,1,1,98,15,39,54.04
2.24,8,Rain,1,1,56,9,52,66.44
29.8,2,Rain,0,1,65,7,26,91.69
22.19,6,Rain,0,1,96,1,22,81.92
28.4,9,Clear,0,0,59,4,27,84.08
10.06,5,Rain,0,1,78,14,44,69.06
28.7,5,Clear,0,0,39,10,54,76.36
23.93,7,Clear,0,0,75,14,55,79.03
26.7,5,Rain,1,0,86,13,28,99.4
26.91,3,Fog,0,0,95,5,25,72.91
12.79,5,Fog,1,1,61,5,44,73.24
27.66,6,Clear,0,1,67,13,49,93.83
32.53,4,Rain,0,0,25,12,37,89.01
34.93,10,Fog,0,1,99,9,24,120.91
32.11,6,Fog,1,0,50,3,59,95.87
4.17,7,Clear,1,0,63,13,45,54.46
20.02,4,Fog,1,0,93,5,20,74.38
26.74,3,Rain,0,1,69,4,53,83.73
3.38,9,Rain,0,0,27,6,20,44.02
6.63,5,Clear,0,1,56,11,44,52.07
16.25,7,Rain,1,0,67,2,44,71.93
14.3,3,Fog,1,0,41,5,58,56.9
23.22,7,Fog,0,0,29,2,39,70.09
28.11,4,Clear,0,1,55,13,38,90.79
5.06,5,Clear,0,1,100,6,26,47.73
32.19,1,Rain,1,0,75,2,20,86.63
32.48,10,Rain,1,1,75,5,28,125.71
27.77,7,Clear,1,0,22,6,59,87.19
8.33,3,Rain,0,1,51,10,55,58.23
13.04,5,Rain,1,1,98,9,28,84.0
13.73,9,Fog,1,1,26,0,50,77.5
30.36,10,Fog,1,1,62,3,40,113.59
9.54,1,Fog,1,1,56,15,21,67.28
20.38,7,Fog,1,0,58,6,49,80.2
9.53,4,Clear,0,1,95,4,27,51.94
20.92,8,Clear,1,0,44,14,32,86.42
33.67,8,Clear,0,0,24,14,24,98.22
31.01,9,Rain,1,0,98,12,22,114.84
24.27,1,Fog,0,0,41,11,54,67.12
11.55,10,Fog,0,1,40,4,56,70.24
4.26,9,Fog,1,0,28,12,59,58.53
26.31,4,Rain,1,0,71,0,55,79.25
28.99,7,Rain,0,1,46,1,21,94.83
8.58,7,Rain,0,1,84,7,53,66.94
11.46,3,Fog,0,1,22,2,23,48.1
27.71,2,Rain,0,0,92,8,44,79.66
6.29,10,Fog,1,1,58,15,33,83.09
28.06,4,Clear,1,1,50,8,25,95.09
9.4,9,Fog,0,0,49,7,52,53.7
33.28,8,Clear,0,1,41,5,58,99.19
9.76,1,Rain,1,0,54,15,21,58.93
34.21,1,Clear,1,1,39,4,23,93.31
5.4,7,Fog,0,1,60,7,26,54.8
22.19,6,Fog,0,0,54,9,52,72.23
21.16,7,Clear,1,0,40,12,45,82.3
24.88,8,Rain,0,1,30,8,49,93.51
26.05,3,Rain,0,0,100,14,51,82.45
29.17,5,Fog,0,1,58,9,50,93.75
6.86,10,Clear,0,0,23,10,41,48.73
16.27,6,Rain,1,0,99,12,20,81.71
2.16,1,Fog,1,0,57,11,37,37.93
9.69,6,Rain,0,1,24,4,32,56.87
16.72,3,Fog,0,0,35,6,30,53.29
4.92,9,Clear,1,0,45,13,37,59.8
3.17,7,Rain,0,1,96,10,37,61.85
27.26,6,Rain,1,1,48,4,25,102.3
7.51,5,Fog,0,0,86,15,27,53.63
22.05,6,Fog,1,1,60,2,24,89.62
33.21,4,Clear,1,1,40,6,29,102.74
26.43,4,Rain,1,1,32,6,55,94.72
4.84,7,Fog,1,1,82,15,43,76.38
5.29,2,Fog,0,1,83,14,28,52.48
15.15,9,Rain,0,0,60,11,52,72.2
13.82,1,Rain,0,1,47,11,48,62.78
34.27,1,Fog,0,1,82,2,50,88.21
25.39,3,Rain,1,0,70,0,57,78.19
17.71,4,Rain,0,1,87,0,59,69.14
3.48,6,Rain,1,1,94,6,50,64.78
16.79,3,Rain,0,1,77,14,28,76.68
21.7,4,Rain,1,0,23,13,58,81.21
10.58,8,Fog,1,0,81,1,30,62.88
4.82,10,Fog,0,0,61,5,29,49.53
34.38,10,Rain,1,0,58,15,50,124.85
3.34,7,Clear,1,0,54,9,30,46.15
9.52,1,Clear,1,0,37,1,43,33.52
34.44,4,Rain,0,0,36,1,57,82.53
2.77,5,Fog,0,0,40,3,20,29.11
33.74,6,Fog,1,0,39,0,54,92.44
3.12,10,Fog,1,0,22,12,44,59.17
33.48,2,Fog,1,1,92,6,59,105.43
26.28,10,Clear,1,1,99,0,46,102.53
15.65,5,Clear,0,1,92,11,59,69.96
23.15,2,Clear,0,0,42,5,37,56.69
28.18,2,Fog,1,1,79,12,53,99.9
2.25,3,Clear,0,1,71,4,58,34.38
30.09,5,Clear,1,1,49,9,34,100.65
22.75,10,Clear,0,1,57,7,56,90.87
19.91,1,Fog,1,1,58,6,37,74.96
5.28,7,Clear,0,0,60,1,49,34.65
27.19,2,Rain,0,0,73,5,35,71.16
28.12,5,Clear,1,1,67,12,55,104.21
16.87,8,Clear,0,1,39,11,22,75.48
8.27,2,Fog,1,1,86,9,48,62.12
6.24,7,Clear,0,0,93,15,41,49.91
2.84,2,Clear,1,0,80,10,37,37.63
33.21,7,Clear,1,0,55,3,21,95.68
22.23,1,Fog,1,0,73,11,25,73.3
13.29,1,Fog,0,0,75,3,34,40.09
31.31,1,Fog,0,0,70,5,53,76.23
13.91,3,Clear,1,1,50,15,45,73.74
5.65,7,Fog,1,1,62,3,21,63.89
28.47,3,Fog,1,1,85,11,29,105.32
29.93,10,Rain,1,1,96,4,38,119.43
33.63,8,Fog,0,1,51,4,56,105.25
29.96,10,Rain,1,0,90,1,36,105.93
20.74,10,Fog,0,1,97,12,26,97.42
3.43,8,Fog,0,0,88,3,24,42.93
32.74,7,Clear,0,0,62,13,53,95.12
14.21,2,Clear,1,1,94,1,24,61.37
5.52,10,Rain,0,1,77,0,22,60.69
17.99,5,Clear,0,0,59,7,33,56.09
31.91,2,Clear,1,0,68,11,45,87.49
34.88,9,Clear,0,1,56,7,25,108.75
23.1,7,Rain,1,0,22,2,37,78.98
33.81,1,Clear,1,0,23,4,59,77.2
34.43,2,Clear,0,1,34,4,56,86.63
14.57,2,Rain,1,0,73,5,21,61.78
25.99,8,Clear,1,0,37,11,47,90.62
19.23,8,Rain,0,0,55,10,38,77.04
2.17,8,Clear,0,0,78,9,24,37.39
2.24,10,Clear,0,0,76,5,32,38.66
33.27,6,Rain,0,1,66,14,45,114.69
34.23,3,Rain,1,0,56,6,20,98.05
12.37,2,Rain,1,1,91,10,47,72.55
5.7,7,Rain,0,1,65,5,39,59.47
18.38,10,Rain,0,1,49,5,33,86.84
31.62,7,Clear,0,1,81,14,52,105.94
2.99,3,Rain,1,0,83,8,43,47.28
7.18,6,Fog,0,0,39,13,55,48.16
11.85,4,Clear,1,0,63,4,25,51.23
24.14,2,Fog,1,1,85,8,31,89.53
8.48,7,Rain,0,1,39,3,28,59.12
34.08,8,Fog,0,1,92,1,21,106.2
18.29,1,Clear,0,0,51,1,42,40.15
19.45,10,Rain,0,1,33,10,36,94.37
27.12,8,Fog,0,1,89,12,58,106.69
16.01,4,Fog,1,0,81,9,49,67.77
8.6,9,Fog,1,0,53,0,21,58.99
27.64,7,Clear,0,0,80,6,53,79.0
24.81,9,Fog,1,0,40,8,28,92.65
21.5,10,Rain,1,1,78,4,58,105.46
9.61,5,Rain,0,0,85,9,49,53.22
11.05,8,Clear,1,1,45,15,34,81.94
12.48,4,Clear,0,0,35,0,50,34.69
33.22,10,Rain,1,0,95,4,55,115.46
12.77,5,Rain,0,1,39,9,32,67.31
25.0,9,Clear,0,0,92,5,31,78.94
14.59,2,Rain,0,0,27,15,60,54.49
2.58,4,Rain,1,1,52,14,55,64.3
24.52,9,Fog,0,0,40,2,20,78.67
6.95,3,Rain,0,1,71,2,24,46.31
29.19,3,Rain,0,1,69,2,49,85.83
32.73,2,Clear,1,1,36,8,45,96.44
31.39,1,Clear,1,1,34,13,40,96.54
5.58,3,Rain,0,0,83,15,37,48.79
20.09,10,Clear,0,1,79,0,44,78.72
3.17,6,Fog,1,1,45,9,30,61.86
5.88,1,Rain,1,0,26,8,51,41.56
33.16,4,Clear,1,1,58,14,29,109.16
21.27,10,Rain,0,1,30,12,52,96.84
23.65,8,Fog,1,1,50,3,35,98.56
28.15,1,Clear,0,0,77,8,59,65.94
7.61,4,Fog,1,1,78,5,23,61.8
32.36,10,Fog,1,1,89,2,30,120.94
15.87,6,Rain,0,1,47,1,48,69.37
34.44,4,Clear,1,0,56,12,33,100.47
21.39,4,Clear,0,0,58,7,60,60.15
16.46,5,Fog,0,0,98,3,60,59.96
5.72,7,Clear,0,0,37,10,41,40.48
3.95,7,Clear,1,0,92,12,26,55.8
13.74,8,Clear,0,0,63,7,27,58.67
29.59,7,Rain,0,1,46,6,39,100.36
17.24,3,Fog,1,1,65,2,60,71.95
12.57,4,Fog,0,1,51,14,60,68.65
12.11,9,Fog,0,1,31,13,23,78.44
26.13,3,Fog,0,1,35,10,20,83.32
13.84,2,Clear,0,0,88,8,59,43.28
20.88,9,Clear,0,0,91,7,51,73.57
4.36,3,Fog,0,0,53,9,44,34.29
25.43,1,Fog,1,0,42,12,50,80.11
16.85,4,Clear,1,1,36,0,60,63.81
23.52,7,Fog,0,0,82,9,25,81.01
16.21,8,Clear,1,0,81,14,60,81.33
5.93,9,Fog,1,1,51,2,39,67.89
22.95,4,Rain,0,1,98,9,25,89.67
10.79,3,Rain,0,1,61,8,56,60.64
26.7,4,Fog,0,1,25,6,27,84.77
14.71,7,Rain,0,0,83,15,40,75.4
9.68,4,Rain,1,1,72,15,45,76.27
32.01,2,Clear,0,0,80,10,22,79.96
21.24,8,Clear,0,0,24,8,20,66.97
21.47,5,Rain,0,0,41,2,33,64.13
30.37,8,Fog,0,1,87,1,30,101.3
22.27,5,Fog,0,1,100,7,20,84.43
32.83,2,Fog,0,0,94,3,37,77.97
10.96,9,Rain,1,0,25,0,52,63.57
25.42,7,Rain,1,1,47,10,24,105.25
12.81,7,Clear,1,0,85,0,24,57.01
5.21,8,Fog,1,0,67,12,39,63.03
24.44,10,Clear,0,1,58,12,48,96.17
10.44,7,Rain,0,0,36,0,23,48.57
19.87,6,Rain,1,1,40,12,27,97.92
29.08,7,Fog,1,0,40,7,34,96.42
19.64,6,Clear,0,0,38,7,22,58.7
2.46,9,Rain,0,1,94,0,52,53.74
17.83,7,Rain,0,1,30,12,51,83.57
16.29,5,Rain,0,1,42,13,56,77.19
31.71,8,Clear,0,1,59,1,45,94.12
29.28,6,Fog,0,1,44,12,24,101.26
11.0,9,Fog,1,0,91,15,55,78.46
20.59,1,Clear,0,0,99,1,40,47.02
34.1,4,Clear,0,1,60,11,37,99.33
11.51,10,Fog,0,0,39,14,34,69.57
17.89,3,Clear,0,0,82,2,20,47.66
14.38,6,Fog,0,0,32,1,49,49.64
23.56,9,Rain,0,1,59,14,49,104.75
13.75,10,Rain,0,0,56,4,54,68.07
26.99,2,Rain,1,0,90,14,44,92.46
8.73,5,Rain,1,0,63,13,49,63.5
31.75,9,Fog,0,1,73,15,52,116.64
20.53,6,Rain,1,0,42,6,55,79.21
20.37,10,Fog,1,1,31,12,56,103.3
10.07,1,Fog,0,1,71,7,30,50.52
26.1,3,Fog,0,1,72,9,56,85.05
4.53,5,Rain,1,1,88,13,34,70.43
10.66,3,Clear,0,0,52,12,24,43.59
18.77,10,Fog,1,0,32,15,38,92.31
2.42,8,Rain,1,1,90,9,53,71.82
26.22,9,Rain,1,0,94,11,53,105.45
6.21,6,Clear,0,0,89,8,26,43.02
32.65,10,Clear,0,1,93,9,28,114.12
30.62,9,Fog,0,1,53,6,56,105.25
33.75,9,Clear,0,0,54,15,26,100.74
20.25,4,Clear,1,0,22,0,31,56.65
7.05,8,Clear,0,0,54,15,43,51.65
29.83,9,Fog,0,0,92,9,21,95.81
3.76,4,Clear,0,0,41,4,57,22.89
12.48,7,Clear,1,1,57,13,54,78.27
20.33,8,Clear,0,0,59,7,38,70.06
15.47,2,Rain,0,0,85,3,24,50.51
29.17,1,Clear,1,1,61,9,60,92.45
10.36,2,Clear,0,1,42,0,50,37.8
8.58,4,Clear,0,0,74,12,33,44.92
3.46,10,Clear,1,0,67,13,37,58.8
2.96,4,Rain,1,0,51,1,58,37.69
34.67,2,Clear,1,0,39,7,38,86.18
23.87,2,Rain,1,1,100,3,23,90.56
26.42,3,Fog,1,0,98,9,28,87.86
22.39,2,Clear,0,1,85,0,40,64.2
3.23,1,Clear,0,1,63,15,37,39.41
30.02,2,Clear,0,1,51,15,37,90.75
7.46,7,Rain,0,1,72,11,38,66.09
17.67,1,Fog,1,0,49,5,44,59.16
19.29,3,Clear,0,0,23,6,21,50.57
27.48,9,Clear,0,0,94,15,24,92.64
29.17,7,Clear,1,0,61,9,47,94.89
12.31,9,Fog,1,1,96,13,57,92.32
12.18,5,Rain,1,1,64,4,56,74.13
8.02,10,Clear,0,0,39,0,60,43.21
22.83,2,Fog,0,1,92,5,34,77.23
3.9,2,Rain,1,0,99,11,60,50.06
12.28,4,Fog,1,0,88,12,37,64.57
19.23,5,Rain,1,0,47,2,56,69.08
2.71,4,Clear,1,1,71,7,53,48.52
20.43,4,Rain,0,1,38,0,30,68.19
15.72,4,Clear,1,0,25,7,55,58.24
27.1,5,Rain,0,0,20,2,33,72.17
8.87,8,Clear,0,1,75,1,38,54.03
31.64,8,Clear,1,0,65,14,34,106.39
3.52,4,Rain,1,0,44,2,48,41.69
28.35,7,Fog,0,1,37,14,45,102.52
18.52,7,Rain,1,1,51,1,40,86.3
26.87,7,Rain,1,0,93,5,56,96.95
3.53,7,Clear,0,1,27,4,50,42.59
13.51,1,Fog,0,1,29,3,36,48.92
7.2,9,Clear,0,1,82,3,45,58.66
26.51,5,Rain,1,1,44,14,48,105.82
10.22,2,Clear,1,0,64,7,31,46.09
32.74,5,Fog,0,0,82,8,30,89.72
21.09,4,Clear,1,1,81,4,34,82.23
33.6,2,Fog,1,0,59,9,54,95.93
20.16,8,Clear,1,1,40,11,47,94.17
23.65,5,Clear,0,1,65,7,46,78.39
27.27,8,Rain,0,0,80,15,36,98.82
12.77,6,Fog,0,0,54,2,28,50.73
15.87,10,Rain,0,1,90,2,50,82.13
26.67,5,Clear,1,1,87,5,22,95.35
16.68,6,Fog,1,0,20,1,47,63.17
8.5,10,Rain,1,0,77,14,40,79.64
2.45,8,Rain,1,1,20,15,50,71.28
15.7,7,Clear,1,1,60,11,45,82.65
15.94,4,Clear,0,0,86,14,36,57.97
27.02,5,Fog,1,1,39,10,27,102.26
31.32,10,Fog,1,1,84,10,39,124.13
8.93,3,Clear,1,0,50,6,29,44.94
5.91,5,Fog,0,0,26,4,58,34.82
22.31,7,Fog,0,1,62,8,39,88.54
25.74,1,Clear,0,0,95,1,51,59.02
8.4,5,Rain,0,0,51,5,49,43.72
33.14,10,Fog,0,0,44,3,21,94.37
26.2,2,Fog,0,0,93,7,29,73.14
24.27,6,Fog,0,1,55,13,60,91.74
12.65,9,Rain,1,1,96,10,47,93.13
12.33,6,Rain,1,0,32,1,35,57.06
25.39,8,Rain,0,1,71,3,44,93.47
32.64,9,Fog,0,0,55,6,34,95.91
14.79,7,Rain,0,1,22,5,41,72.54
5.31,9,Clear,0,1,54,4,36,51.99
17.89,8,Clear,0,0,49,7,52,62.32
17.78,5,Clear,0,1,53,8,53,70.58
22.56,5,Clear,1,0,70,13,21,81.79
23.29,9,Rain,0,1,23,15,55,102.85
23.55,9,Clear,1,0,30,15,24,93.54
14.7,1,Clear,0,0,49,15,27,47.69
26.48,3,Rain,1,0,69,9,60,87.32
17.46,9,Clear,1,0,77,2,53,70.77
13.84,4,Rain,1,1,67,12,28,81.07
2.02,5,Clear,0,1,91,1,30,35.87
30.43,1,Fog,1,0,63,14,34,91.01
8.43,4,Rain,1,0,82,12,59,60.85
29.88,4,Clear,1,1,91,2,44,93.52
6.22,6,Clear,1,1,24,6,43,57.13
25.45,10,Rain,1,0,62,1,37,95.33
33.19,10,Fog,1,1,44,14,47,131.06
28.97,10,Clear,1,0,30,15,51,103.8
29.5,10,Fog,1,0,42,12,51,109.46
20.16,8,Clear,0,0,82,9,39,73.09
22.79,5,Fog,1,0,84,1,30,77.69
3.51,10,Clear,0,0,80,3,52,40.9
13.61,3,Rain,0,1,34,4,30,59.61
17.55,3,Fog,1,1,76,1,51,71.87
16.51,1,Clear,0,1,44,1,30,49.6
12.63,2,Rain,0,0,47,7,54,47.57
22.72,5,Clear,1,1,37,15,35,92.94
27.14,4,Rain,0,0,32,14,26,84.14
31.83,8,Clear,0,1,87,4,35,101.24
32.09,9,Clear,0,0,26,8,43,91.95
31.4,5,Clear,0,1,77,14,32,100.57
20.85,7,Rain,1,0,77,12,23,90.26
19.46,7,Fog,1,0,47,10,46,82.87
15.01,7,Rain,1,0,37,14,52,80.77
19.87,8,Rain,1,0,39,2,47,80.28
26.76,9,Fog,0,0,25,13,51,89.16
23.86,10,Rain,0,1,80,11,28,106.91
27.24,6,Fog,0,0,46,3,22,76.02
32.79,1,Rain,1,1,24,9,36,104.35
26.03,9,Rain,0,0,55,12,58,95.64
32.34,6,Clear,1,1,58,11,44,112.0
5.4,5,Fog,1,0,74,14,39,55.93
24.51,6,Clear,1,1,58,12,37,98.5
4.49,7,Clear,1,1,21,9,45,56.86
23.8,10,Clear,0,0,45,15,39,87.32
17.39,7,Rain,1,0,91,14,33,88.09
34.21,2,Fog,0,0,69,2,55,79.96
20.8,5,Rain,0,1,34,9,57,82.62
13.34,7,Rain,0,0,22,2,57,51.5
21.35,2,Rain,1,0,45,9,34,75.38
5.48,1,Fog,1,0,97,4,48,37.18
12.31,3,Clear,1,0,43,2,49,46.05
21.3,8,Clear,1,0,77,6,53,78.7
21.72,8,Fog,0,0,44,15,43,81.64
11.73,2,Fog,0,0,82,4,47,42.82
26.03,9,Clear,1,1,44,0,55,94.18
25.42,6,Rain,1,0,33,12,25,92.88
21.6,8,Clear,0,0,41,4,45,67.49
27.78,6,Clear,1,1,89,14,30,109.73
8.97,9,Rain,1,1,66,12,26,87.14
11.05,3,Rain,1,0,68,8,29,59.99
15.86,10,Clear,1,0,76,7,26,76.91
19.21,3,Fog,1,0,30,5,48,62.5
20.03,2,Fog,1,0,46,4,36,63.06
4.01,1,Clear,0,1,32,15,28,38.57
28.15,5,Clear,0,0,87,4,26,74.95
12.12,6,Fog,1,0,46,6,47,61.73
14.13,9,Clear,1,0,57,8,44,69.92
20.57,1,Clear,1,1,80,2,56,69.36
31.94,4,Rain,1,0,28,15,42,104.35
19.79,9,Fog,1,0,86,13,38,92.22
13.33,10,Clear,0,1,99,5,39,72.99
7.97,2,Rain,0,1,67,2,53,47.17
27.49,9,Rain,0,1,73,13,24,111.81
18.71,4,Clear,1,0,61,10,29,70.03
25.32,9,Fog,0,1,59,5,23,96.28
28.24,8,Fog,0,1,59,15,37,108.98
7.52,1,Rain,0,0,67,6,54,36.01
18.48,4,Rain,0,1,44,2,56,66.82
19.18,5,Rain,0,0,72,9,57,68.34
29.35,10,Fog,1,1,84,14,58,127.5
28.09,5,Rain,0,1,29,13,50,98.6
25.57,5,Clear,0,1,35,10,51,83.06
20.63,5,Fog,1,1,77,5,27,88.49
18.89,5,Rain,0,0,94,8,32,71.11
27.41,6,Clear,1,0,69,12,51,92.39
32.08,3,Clear,0,1,88,9,22,93.13
15.75,9,Fog,1,1,37,14,29,96.25
34.37,6,Rain,1,0,87,0,32,100.15
30.07,2,Rain,0,0,68,3,36,75.26
5.95,9,Rain,1,1,85,10,40,81.92
2.46,1,Clear,1,1,75,6,38,41.61
12.45,1,Fog,0,0,94,10,35,47.19
9.76,3,Fog,0,1,46,8,40,53.72
9.08,9,Rain,0,0,59,1,55,51.1
31.61,2,Rain,0,0,99,5,32,81.57
13.37,1,Clear,1,1,33,0,59,53.06
4.16,7,Rain,0,0,72,14,39,51.74
29.58,7,Rain,0,1,36,14,56,105.71
33.34,5,Rain,0,1,35,13,31,106.93
4.44,3,Rain,1,0,57,10,57,48.36
4.01,3,Rain,1,1,91,2,32,53.9
33.95,8,Fog,1,1,79,9,23,121.5
31.88,10,Clear,0,1,69,15,32,116.5
13.57,1,Clear,0,1,89,5,29,52.42
11.33,3,Clear,0,1,62,2,52,46.75
11.93,10,Fog,0,1,74,1,25,72.1
29.85,2,Rain,1,0,81,15,23,99.01
7.8,5,Fog,1,0,27,10,58,52.97
31.19,1,Fog,1,0,87,7,28,85.75
2.59,6,Clear,1,0,86,14,33,49.09
3.86,7,Clear,1,0,60,11,30,51.07
13.98,1,Rain,1,0,69,0,50,52.47
14.39,6,Fog,0,0,61,14,43,65.98
29.9,8,Fog,1,1,52,0,21,103.64
10.37,10,Clear,0,0,35,15,52,61.3
25.78,9,Fog,0,1,20,12,43,98.07
23.47,8,Fog,0,0,92,3,44,77.89
20.06,1,Fog,0,0,97,0,29,50.8
28.73,6,Clear,0,0,56,5,44,75.06
27.12,4,Fog,0,1,30,2,24,79.98
15.0,9,Rain,1,1,77,0,36,85.92
20.45,7,Fog,0,1,48,4,48,78.76
18.04,6,Fog,1,1,59,8,45,85.74
26.47,10,Rain,1,0,63,4,56,98.8
17.73,5,Fog,0,0,23,3,40,53.52
15.49,9,Fog,0,0,51,14,52,73.62
15.96,5,Fog,1,1,66,9,39,83.12
12.69,2,Fog,1,0,28,0,31,44.68
25.6,8,Rain,1,1,59,1,23,103.31
3.01,9,Clear,1,1,56,15,60,70.05
24.22,8,Clear,0,0,95,8,30,77.4
16.2,4,Clear,0,1,99,1,37,62.02
31.09,3,Fog,1,0,69,5,32,88.89
16.83,5,Fog,1,1,34,3,56,75.85
8.78,2,Fog,1,0,85,11,58,55.46
26.06,5,Fog,1,0,30,7,25,82.7
26.87,4,Fog,0,0,26,4,30,70.48
3.3,8,Rain,0,1,68,6,56,56.14
21.45,10,Rain,0,0,64,3,22,79.91
20.9,4,Clear,0,0,94,8,50,63.42
30.83,9,Clear,0,0,76,3,39,86.23
7.74,7,Clear,0,1,87,7,54,57.83
29.94,6,Fog,1,0,49,6,46,95.15
8.29,1,Fog,0,0,72,1,52,30.13
20.76,5,Fog,1,1,30,6,50,84.72
21.99,4,Rain,0,1,87,6,50,83.35
32.87,4,Clear,1,1,57,9,35,105.41
22.77,4,Clear,0,0,49,3,55,56.32
27.34,10,Clear,0,1,79,8,59,100.2
29.01,6,Clear,0,1,66,15,59,99.08
31.99,7,Clear,0,0,66,15,52,96.71
8.03,8,Rain,1,0,100,1,56,59.73
16.57,2,Clear,0,0,99,10,22,51.05
17.39,4,Clear,1,1,31,10,31,74.88
18.22,10,Clear,0,1,63,12,28,85.35
17.72,7,Rain,0,1,55,14,56,85.85
32.91,5,Clear,1,0,29,3,21,86.38
20.34,4,Clear,0,0,48,14,21,65.95
32.23,1,Rain,1,1,62,9,35,105.26
13.78,10,Fog,0,1,79,5,21,77.17
18.22,3,Clear,1,0,65,4,59,60.21
18.39,5,Clear,1,1,61,3,46,76.99
31.95,2,Fog,0,0,33,2,27,70.72
22.52,3,Rain,0,1,51,11,27,81.3
8.9,10,Rain,1,1,82,11,55,87.0
31.16,1,Clear,1,0,40,3,33,73.41
21.77,1,Fog,1,0,69,9,54,69.79
26.91,3,Rain,0,0,37,2,31,68.47
30.58,8,Rain,0,1,80,10,26,112.33
30.15,5,Rain,1,1,56,10,51,111.92
11.94,2,Rain,0,0,62,2,24,42.87
8.27,2,Clear,1,0,89,1,34,39.62
8.97,5,Clear,0,0,66,10,47,45.39
20.41,8,Rain,1,1,51,4,43,93.23
12.6,3,Clear,1,0,97,0,46,47.34
26.45,4,Clear,0,1,78,0,30,75.87
24.83,10,Fog,1,0,65,0,22,89.21
7.68,5,Fog,1,1,94,7,58,67.89
27.07,6,Fog,1,1,28,5,23,97.89
31.92,4,Fog,0,1,34,12,21,99.27
27.61,7,Fog,1,0,61,12,46,100.17
7.04,7,Clear,0,1,23,10,44,55.99
4.37,10,Fog,0,0,100,14,28,58.31
25.38,5,Fog,1,0,30,4,48,81.26
22.06,9,Clear,1,1,97,14,24,104.33
14.04,2,Clear,0,0,24,4,60,35.29
5.57,10,Fog,1,0,63,7,41,62.58
23.0,5,Fog,0,1,100,3,43,82.9
10.96,1,Rain,1,1,43,3,47,57.5
7.1,8,Fog,1,0,61,14,31,68.1
12.51,3,Rain,1,1,83,15,24,80.81
33.46,4,Rain,0,0,31,0,49,82.02
20.58,7,Rain,1,1,81,14,29,105.83
21.11,7,Rain,1,0,34,11,53,85.94
19.51,10,Rain,0,1,29,10,42,90.68
16.56,8,Rain,0,1,75,13,35,89.23
30.25,7,Fog,1,0,56,7,51,98.35
29.54,5,Clear,0,0,100,1,26,75.57
22.43,4,Fog,1,1,83,7,33,90.09
15.05,8,Fog,0,1,56,7,57,74.13
20.51,3,Rain,1,0,55,1,58,68.19
24.22,9,Clear,1,1,54,2,28,93.7
10.31,10,Fog,0,1,35,11,48,74.81
24.09,10,Clear,0,1,63,6,53,92.19
24.64,5,Clear,1,0,75,5,27,77.94
5.25,9,Fog,0,0,100,10,43,53.12
26.94,7,Rain,0,0,74,3,26,84.32
15.82,10,Rain,1,1,24,6,40,91.39
3.35,1,Rain,0,1,61,8,28,42.09
24.28,9,Clear,1,0,31,11,37,89.2
6.58,4,Rain,0,0,43,3,35,37.74
21.0,8,Fog,0,1,54,6,44,84.85
18.19,2,Clear,0,1,94,6,21,61.48
10.14,1,Rain,0,1,71,5,58,50.37
26.24,9,Fog,1,1,54,11,38,111.29
23.16,10,Clear,0,1,63,4,36,88.88
15.83,5,Clear,1,0,60,3,24,60.18
29.07,10,Clear,1,1,75,12,37,118.82
28.07,3,Fog,0,1,43,2,52,82.37
21.43,8,Fog,0,1,22,13,46,90.26
23.24,3,Rain,0,0,27,3,53,63.19
20.55,4,Rain,1,0,45,2,32,72.22
7.38,10,Fog,0,1,87,14,57,77.07
9.09,5,Fog,0,0,63,5,30,45.68
27.16,3,Clear,1,0,77,10,57,83.51
3.53,6,Fog,0,1,47,6,36,49.87
6.35,6,Clear,1,0,87,13,43,57.25
2.33,10,Fog,1,1,21,15,50,74.25
9.0,8,Rain,0,1,33,12,54,69.49
13.74,1,Rain,1,1,20,2,43,61.42
33.62,1,Rain,1,0,58,6,29,91.01
18.44,3,Rain,1,1,32,9,33,84.25
32.74,7,Rain,1,0,63,2,42,102.55
10.44,7,Rain,1,0,65,8,47,69.45
33.26,1,Rain,0,0,98,15,49,92.27
9.63,8,Rain,0,0,72,4,47,57.02
10.48,7,Rain,1,1,44,2,25,73.05
13.45,10,Fog,0,0,62,5,23,65.96
16.41,8,Fog,0,1,87,8,32,81.28
13.17,1,Rain,1,0,21,1,36,45.11
4.6,4,Fog,1,1,81,4,23,55.29
6.43,1,Clear,1,0,51,14,23,41.26
13.44,6,Rain,1,0,98,6,35,69.45
34.89,1,Fog,0,1,22,7,28,91.96
26.22,6,Rain,0,1,66,14,56,100.11
34.83,7,Fog,1,0,37,5,54,104.37
21.29,5,Clear,0,1,51,1,46,66.92
23.15,1,Clear,1,1,53,12,26,80.55
27.65,6,Rain,0,1,97,7,60,100.3
6.16,2,Fog,1,0,71,5,40,42.1
2.05,3,Rain,0,1,86,4,27,42.6
8.18,9,Clear,1,0,45,15,55,66.39
20.12,3,Clear,1,0,51,0,46,55.84
22.79,5,Rain,0,0,65,7,27,75.63
